No errors
No warnings
102 ms
data source=metars
4909 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KOAK 272153Z 21004KT 10SM CLR 14/M01 A3015 RMK AO2 SLP208 T01441006,KOAK,2025-01-27T21:53:00Z,37.7178,-122.233,14.4,-0.6,210,4,,10+,30.15,1020.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
KNUW 272153Z 32007KT 10SM CLR 07/00 A3035 RMK AO2 SLP282 T00720000 $,KNUW,2025-01-27T21:53:00Z,48.355,-122.664,7.2,0,320,7,,10+,30.35,1028.2,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14
KNUI 272153Z AUTO 11004KT 10SM CLR 07/M03 A2989 RMK AO2 SLP122 T00671033,KNUI,2025-01-27T21:53:00Z,38.152,-76.432,6.7,-3.3,110,4,,10+,29.89,1012.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
KNRS 272153Z 28008KT 10SM SCT032 BKN070 13/07 A3010 RMK AO2 SLP191 T01330072 $,KNRS,2025-01-27T21:53:00Z,32.563,-117.111,13.3,7.2,280,8,,10+,30.10,1019.1,,,TRUE,TRUE,,,,,,SCT,3200,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,15
KNQX 272153Z 10011KT 10SM FEW020 24/18 A3008 RMK AO2 SLP185 T02390183 $,KNQX,2025-01-27T21:53:00Z,24.5801,-81.6829,23.9,18.3,100,11,,10+,30.08,1018.5,,,TRUE,TRUE,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2
KNIP 272153Z 26010KT 10SM SCT050 SCT110 BKN250 22/09 A3009 RMK AO2 SLP186 T02220089,KNIP,2025-01-27T21:53:00Z,30.2346,-81.6746,22.2,8.9,260,10,,10+,30.09,1018.6,,,TRUE,,,,,,,SCT,5000,SCT,11000,BKN,25000,,,VFR,,,,,,,,,,,,METAR,3
KNEW 272153Z 29008KT 10SM OVC010 12/11 A3014 RMK AO2 SLP199 T01220106,KNEW,2025-01-27T21:53:00Z,30.0494,-90.029,12.2,10.6,290,8,,10+,30.14,1019.9,,,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,1
KMYV 272153Z AUTO 34013G24KT 10SM CLR 17/M03 A3010 RMK AO2 SLP196 T01721033,KMYV,2025-01-27T21:53:00Z,39.102,-121.569,17.2,-3.3,340,13,24,10+,30.10,1019.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18
KMYF 272153Z COR 26007KT 10SM FEW035 FEW050 FEW075 13/05 A3008 RMK AO2 SLP185 T01330050,KMYF,2025-01-27T21:53:00Z,32.8145,-117.137,13.3,5,260,7,,10+,30.08,1018.5,TRUE,,TRUE,,,,,,,FEW,3500,FEW,5000,FEW,7500,,,VFR,,,,,,,,,,,,METAR,128
KMWT 272153Z AUTO 00000KT 10SM CLR 13/M02 A3014 RMK AO2 SLP210 T01281017,KMWT,2025-01-27T21:53:00Z,34.5466,-93.5779,12.8,-1.7,0,0,,10+,30.14,1021,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,220
KMWL 272153Z AUTO 35004KT 10SM CLR 12/M08 A3017 RMK AO2 SLP217 T01221083,KMWL,2025-01-27T21:53:00Z,32.7816,-98.0602,12.2,-8.3,350,4,,10+,30.17,1021.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,288
KMVY 272153Z 23011G21KT 10SM CLR 02/M07 A2979 RMK AO2 SLP088 T00221067,KMVY,2025-01-27T21:53:00Z,41.393,-70.6159,2.2,-6.7,230,11,21,10+,29.79,1008.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18
KMTO 272153Z AUTO 22008G18KT 10SM CLR 02/M06 A2995 RMK AO2 SLP151 T00221056 $,KMTO,2025-01-27T21:53:00Z,39.4744,-88.2724,2.2,-5.6,220,8,18,10+,29.95,1015.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,216
KMTJ 272153Z AUTO 31007KT 10SM CLR 07/M14 A3001 RMK AO2 SLP168 T00671144,KMTJ,2025-01-27T21:53:00Z,38.5054,-107.898,6.7,-14.4,310,7,,10+,30.01,1016.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1755
KMTH 272153Z AUTO 06006KT 10SM FEW075 22/18 A3009 RMK AO2 SLP189 T02220178 $,KMTH,2025-01-27T21:53:00Z,24.7262,-81.0477,22.2,17.8,60,6,,10+,30.09,1018.9,,TRUE,TRUE,TRUE,,,,,,FEW,7500,,,,,,,VFR,,,,,,,,,,,,METAR,1
KMSY 272153Z 31009KT 10SM OVC009 16/14 A3014 RMK AO2 SLP210 T01560144,KMSY,2025-01-27T21:53:00Z,29.9974,-90.2777,15.6,14.4,310,9,,10+,30.14,1021,,,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,
KMSS 272153Z AUTO 22029G39KT 10SM SCT110 01/M11 A2934 RMK AO2 PK WND 24049/2132 SLP941 T00111106,KMSS,2025-01-27T21:53:00Z,44.9334,-74.8484,1.1,-10.6,220,29,39,10+,29.34,994.1,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,60
KMSP 272153Z 28014G21KT 10SM SCT085 03/M07 A2967 RMK AO2 SLP058 T00281067,KMSP,2025-01-27T21:53:00Z,44.8852,-93.2313,2.8,-6.7,280,14,21,10+,29.67,1005.8,,,TRUE,,,,,,,SCT,8500,,,,,,,VFR,,,,,,,,,,,,METAR,255
KMSO 272153Z 00000KT 10SM CLR M07/M13 A3034 RMK AO2 SLP335 T10721133,KMSO,2025-01-27T21:53:00Z,46.9208,-114.094,-7.2,-13.3,0,0,,10+,30.34,1033.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,974
KMSN 272153Z 28008G28KT 10SM OVC070 06/M12 A2963 RMK AO2 PK WND 28028/2147 SLP043 T00561117,KMSN,2025-01-27T21:53:00Z,43.1407,-89.3452,5.6,-11.7,280,8,28,10+,29.63,1004.3,,,TRUE,,,,,,,OVC,7000,,,,,,,VFR,,,,,,,,,,,,METAR,262
KMSL 272153Z AUTO 31010KT 10SM CLR 11/M05 A3011 RMK AO2 SLP197 T01061050,KMSL,2025-01-27T21:53:00Z,34.7439,-87.5997,10.6,-5,310,10,,10+,30.11,1019.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,170
KMRB 272153Z 23006KT 10SM CLR 08/M09 A2984 RMK AO2 SLP107 T00781094,KMRB,2025-01-27T21:53:00Z,39.4037,-77.975,7.8,-9.4,230,6,,10+,29.84,1010.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,165
KMPO 272153Z AUTO 22010G19KT 10SM CLR M02/M14 A2969 RMK AO2 PK WND 22026/2142 SLP080 T10171144,KMPO,2025-01-27T21:53:00Z,41.1368,-75.3771,-1.7,-14.4,220,10,19,10+,29.69,1008,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,576
KMOD 272153Z 36006KT 10SM CLR 14/M02 A3012 RMK AO2 SLP200 T01441017,KMOD,2025-01-27T21:53:00Z,37.6254,-120.955,14.4,-1.7,360,6,,10+,30.12,1020,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,25
KMNN 272153Z AUTO 23018G28KT 10SM CLR M01/M12 A2983 RMK AO2 PK WND 22029/2100 SLP115 T10061117,KMNN,2025-01-27T21:53:00Z,40.6158,-83.0673,-0.6,-11.7,230,18,28,10+,29.83,1011.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301
KMMV 272153Z AUTO VRB03KT 10SM CLR 10/M05 A3028 RMK AO2 SLP253 T01001050,KMMV,2025-01-27T21:53:00Z,45.1957,-123.134,10,-5,VRB,3,,10+,30.28,1025.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,48
KMMK 272153Z AUTO 20009G15KT 10SM CLR 03/M12 A2975 RMK AO2 SLP076 T00331117,KMMK,2025-01-27T21:53:00Z,41.5097,-72.8278,3.3,-11.7,200,9,15,10+,29.75,1007.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30
KMLU 272153Z 00000KT 10SM CLR 14/05 A3019 RMK AO2 SLP221 T01440050,KMLU,2025-01-27T21:53:00Z,32.5155,-92.03,14.4,5,0,0,,10+,30.19,1022.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22
KMLT 272153Z AUTO 21008KT 140V260 10SM FEW120 M01/M11 A2940 RMK AO2 SLP967 T10111111,KMLT,2025-01-27T21:53:00Z,45.6478,-68.6925,-1.1,-11.1,210,8,,10+,29.40,996.7,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,121
KMLS 272153Z AUTO 23007KT 10SM CLR 03/M04 A3002 RMK AO2 SLP190 T00331039,KMLS,2025-01-27T21:53:00Z,46.4265,-105.883,3.3,-3.9,230,7,,10+,30.02,1019,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,800
KMLP 272153Z AUTO 00000KT 10SM CLR M03/M13 A3020 RMK AO2 SLP283 T10281133,KMLP,2025-01-27T21:53:00Z,47.4548,-115.671,-2.8,-13.3,0,0,,10+,30.20,1028.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1837
KMLC 272153Z AUTO 10SM CLR 11/M12 A3018 RMK AO2 SLP220 T01061117 $,KMLC,2025-01-27T21:53:00Z,34.8824,-95.7815,10.6,-11.7,,,,10+,30.18,1022,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,231
KMLB 272153Z 12008KT 10SM CLR 20/11 A3011 RMK AO2 SLP194 T02000111,KMLB,2025-01-27T21:53:00Z,28.0997,-80.6356,20,11.1,120,8,,10+,30.11,1019.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7
KMKO 272153Z AUTO 21007KT 10SM CLR 10/M09 A3021 RMK AO2 SLP231 T01001089,KMKO,2025-01-27T21:53:00Z,35.6576,-95.3658,10,-8.9,210,7,,10+,30.21,1023.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,184
KMKL 272153Z 27005KT 10SM CLR 08/M07 A3015 RMK AO2 SLP209 T00831072 $,KMKL,2025-01-27T21:53:00Z,35.5933,-88.917,8.3,-7.2,270,5,,10+,30.15,1020.9,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,130
KMIW 272153Z AUTO 26023G33KT 10SM SCT110 09/M13 A2977 RMK AO2 PK WND 26033/2124 SLP091 T00891128,KMIW,2025-01-27T21:53:00Z,42.1106,-92.9163,8.9,-12.8,260,23,33,10+,29.77,1009.1,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,296
KMIE 272153Z 25012G25KT 10SM CLR 03/M10 A2987 RMK AO2 PK WND 24031/2116 SLP120 T00281100,KMIE,2025-01-27T21:53:00Z,40.2345,-85.3936,2.8,-10,250,12,25,10+,29.87,1012,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,286
KMIC 272153Z AUTO 27013G26KT 10SM FEW085 03/M06 A2967 RMK AO2 PK WND 26026/2151 SLP057 T00281056,KMIC,2025-01-27T21:53:00Z,45.0623,-93.3511,2.8,-5.6,270,13,26,10+,29.67,1005.7,,TRUE,TRUE,,,,,,,FEW,8500,,,,,,,VFR,,,,,,,,,,,,METAR,263
KMIA 272153Z 12007KT 10SM SCT060 SCT250 23/15 A3010 RMK AO2 SLP191 T02330150,KMIA,2025-01-27T21:53:00Z,25.7881,-80.3169,23.3,15,120,7,,10+,30.10,1019.1,,,TRUE,,,,,,,SCT,6000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,1
KMHT 272153Z 20011G20KT 10SM BKN250 02/M11 A2961 RMK AO2 SLP044 T00221106,KMHT,2025-01-27T21:53:00Z,42.9245,-71.4377,2.2,-10.6,200,11,20,10+,29.61,1004.4,,,TRUE,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,METAR,68
KMHE 272153Z AUTO 30015KT 10SM CLR 07/M07 A2986 RMK AO2 SLP125 T00721072,KMHE,2025-01-27T21:53:00Z,43.7743,-98.0384,7.2,-7.2,300,15,,10+,29.86,1012.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397
KMGY 272153Z AUTO 24012G22KT 10SM CLR 02/M13 A2991 RMK AO2 SLP140 T00221128,KMGY,2025-01-27T21:53:00Z,39.5918,-84.2263,2.2,-12.8,240,12,22,10+,29.91,1014,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,290
KMGW 272153Z 23010G16KT 10SM CLR 04/M12 A2988 RMK AO2 PK WND 20026/2105 SLP127 T00391117,KMGW,2025-01-27T21:53:00Z,39.6498,-79.9206,3.9,-11.7,230,10,16,10+,29.88,1012.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,375
KMFR 272153Z 00000KT 10SM CLR 09/M11 A3023 RMK AO2 SLP245 T00941111,KMFR,2025-01-27T21:53:00Z,42.375,-122.877,9.4,-11.1,0,0,,10+,30.23,1024.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397
KMDW 272153Z 24015G30KT 10SM BKN150 BKN250 07/M11 A2972 RMK AO2 PK WND 25033/2138 SLP076 T00671111,KMDW,2025-01-27T21:53:00Z,41.7841,-87.7551,6.7,-11.1,240,15,30,10+,29.72,1007.6,,,TRUE,,,,,,,BKN,15000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,186
KMCW 272153Z AUTO 28018G28KT 10SM OVC055 05/M11 A2974 RMK AO2 PK WND 29028/2144 SLP080 T00501111,KMCW,2025-01-27T21:53:00Z,43.1543,-93.3262,5,-11.1,280,18,28,10+,29.74,1008,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,363
KMCO 272153Z 00000KT 10SM FEW050 FEW250 BKN300 22/11 A3011,KMCO,2025-01-27T21:53:00Z,28.4182,-81.3241,22,11,0,0,,10+,30.11,,,,,,,,,,,FEW,5000,FEW,25000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,27
KMCN 272153Z 23004KT 10SM OVC006 10/09 A3006 RMK AO2 SLP178 T01000094,KMCN,2025-01-27T21:53:00Z,32.6889,-83.6529,10,9.4,230,4,,10+,30.06,1017.8,,,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,104
KMCK 272153Z AUTO 29012G19KT 10SM CLR 14/M13 A2997 RMK AO2 SLP166 T01441128,KMCK,2025-01-27T21:53:00Z,40.204,-100.59,14.4,-12.8,290,12,19,10+,29.97,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,780
KMCI 272153Z 24017G29KT 10SM CLR 06/M04 A3000 RMK AO2 PK WND 23029/2148 SLP167 T00611044,KMCI,2025-01-27T21:53:00Z,39.2975,-94.7309,6.1,-4.4,240,17,29,10+,30.00,1016.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,308
KMCE 272153Z AUTO 24003KT 10SM CLR 13/M01 A3013 RMK AO2 SLP204 T01281011,KMCE,2025-01-27T21:53:00Z,37.286,-120.518,12.8,-1.1,240,3,,10+,30.13,1020.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,49
KMBS 272153Z AUTO 24021G35KT 10SM SCT060 01/M07 A2950 RMK AO2 PK WND 24035/2150 SLP996 T00111072,KMBS,2025-01-27T21:53:00Z,43.5281,-84.0813,1.1,-7.2,240,21,35,10+,29.50,999.6,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,201
KMAI 272153Z AUTO 19004KT 10SM OVC037 15/14 A3007 RMK AO2 RAE02 SLP181 P0000 T01500139,KMAI,2025-01-27T21:53:00Z,30.837,-85.1835,15,13.9,190,4,,10+,30.07,1018.1,,TRUE,TRUE,,,,,,,OVC,3700,,,,,,,VFR,,,,,,0.005,,,,,,METAR,33
KMAF 272153Z 11005KT 10SM FEW025 OVC031 06/M06 A3015 RMK AO2 SLP206 T00611061,KMAF,2025-01-27T21:53:00Z,31.9475,-102.209,6.1,-6.1,110,5,,10+,30.15,1020.6,,,TRUE,,,,,,,FEW,2500,OVC,3100,,,,,VFR,,,,,,,,,,,,METAR,874
KMAE 272153Z AUTO 34004KT 10SM CLR 13/M01 A3015 RMK AO2 SLP210 T01331006,KMAE,2025-01-27T21:53:00Z,36.9851,-120.111,13.3,-0.6,340,4,,10+,30.15,1021,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,77
KLXV 272153Z AUTO 17007KT 10SM CLR M01/M19 A3008 RMK AO2 SLP188 T10061194,KLXV,2025-01-27T21:53:00Z,39.228,-106.316,-0.6,-19.4,170,7,,10+,30.08,1018.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3027
KLXT 272153Z AUTO 24019G26KT 10SM CLR 08/M07 A3003 RMK AO2 PK WND 27034/2141 SLP179 T00781067,KLXT,2025-01-27T21:53:00Z,38.9577,-94.3712,7.8,-6.7,240,19,26,10+,30.03,1017.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306
KLWV 272153Z AUTO 20013KT 10SM CLR 02/M05 A3004 RMK AO2 SLP176 T00171050 FZRANO $,KLWV,2025-01-27T21:53:00Z,38.7604,-87.599,1.7,-5,200,13,,10+,30.04,1017.6,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,128
KLWD 272153Z AUTO 23018G27KT 10SM CLR 05/M08 A2988 RMK AO2 PK WND 24027/2130 SLP130 T00501078,KLWD,2025-01-27T21:53:00Z,40.6306,-93.9005,5,-7.8,230,18,27,10+,29.88,1013,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,345
KLVS 272153Z AUTO 18014KT CLR A3005 RMK AO2 SLPNO PWINO FZRANO $,KLVS,2025-01-27T21:53:00Z,35.6558,-105.139,,,180,14,,,30.05,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,CLR,,,,,,,,,,,,,,,,,,,,METAR,2095
KLVM 272153Z AUTO 27012KT 10SM CLR M01/M09 A3015 RMK AO2 SLP250 T10061094,KLVM,2025-01-27T21:53:00Z,45.6984,-110.442,-0.6,-9.4,270,12,,10+,30.15,1025,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1418
KLVK 272153Z 00000KT 10SM CLR 15/M05 A3012 RMK AO2 SLP201 T01501050,KLVK,2025-01-27T21:53:00Z,37.6931,-121.815,15,-5,0,0,,10+,30.12,1020.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,120
KLUK 272153Z 24011G19KT 10SM CLR 03/M10 A2999 RMK AO2 SLP161 T00331100,KLUK,2025-01-27T21:53:00Z,39.106,-84.4161,3.3,-10,240,11,19,10+,29.99,1016.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,144
KLSE 272153Z 29009KT 10SM FEW039 BKN080 03/M06 A2968 RMK AO2 PK WND 30030/2110 SLP064 T00281061,KLSE,2025-01-27T21:53:00Z,43.8792,-91.253,2.8,-6.1,290,9,,10+,29.68,1006.4,,,TRUE,,,,,,,FEW,3900,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,198
KLPR 272153Z AUTO 23018G29KT 10SM CLR M01/M11 A2976 RMK AO2 PK WND 23032/2123 SLP087 T10111111 PWINO FZRANO $,KLPR,2025-01-27T21:53:00Z,41.3463,-82.1788,-1.1,-11.1,230,18,29,10+,29.76,1008.7,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241
KLOZ 272153Z AUTO 29009KT 10SM CLR 07/M11 A3001 RMK AO2 SLP166 T00721111,KLOZ,2025-01-27T21:53:00Z,37.0896,-84.0688,7.2,-11.1,290,9,,10+,30.01,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,361
KLOU 272153Z 23010KT 10SM CLR 04/M11 A3002 RMK AO2 SLP170 T00391106,KLOU,2025-01-27T21:53:00Z,38.2302,-85.6629,3.9,-10.6,230,10,,10+,30.02,1017,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,165
KLOL 272153Z AUTO 00000KT 10SM CLR 04/M12 A3023 RMK AO2 SLP259 T00391122,KLOL,2025-01-27T21:53:00Z,40.0685,-118.57,3.9,-12.2,0,0,,10+,30.23,1025.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1191
KLNS 272153Z 24010KT 10SM CLR 05/M10 A2982 RMK AO2 SLP103 T00501100,KLNS,2025-01-27T21:53:00Z,40.1206,-76.2944,5,-10,240,10,,10+,29.82,1010.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,122
KLND 272153Z AUTO 19003KT 10SM CLR M11/M15 A3014 RMK AO2 SLP301 T11111150,KLND,2025-01-27T21:53:00Z,42.8154,-108.726,-11.1,-15,190,3,,10+,30.14,1030.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1700
KLMT 272153Z 00000KT 10SM CLR 07/M13 A3023 RMK AO2 SLP250 T00671133,KLMT,2025-01-27T21:53:00Z,42.147,-121.726,6.7,-13.3,0,0,,10+,30.23,1025,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1246
KLLQ 272153Z AUTO 00000KT 10SM CLR 12/M01 A3018 RMK AO2 SLP219 T01171006,KLLQ,2025-01-27T21:53:00Z,33.636,-91.7555,11.7,-0.6,0,0,,10+,30.18,1021.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,86
KLKV 272153Z AUTO 34005KT 10SM CLR 08/M18 A3022 RMK AO2 SLP256 T00781178,KLKV,2025-01-27T21:53:00Z,42.1538,-120.403,7.8,-17.8,340,5,,10+,30.22,1025.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1440
KLIT 272153Z 00000KT 10SM CLR 12/M04 A3018 RMK AO2 SLP221 T01171039,KLIT,2025-01-27T21:53:00Z,34.7273,-92.2358,11.7,-3.9,0,0,,10+,30.18,1022.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,77
KLHX 272153Z AUTO 20004KT 10SM CLR 06/M03 A3003 RMK AO2 SLP183 T00561033 $,KLHX,2025-01-27T21:53:00Z,38.0495,-103.513,5.6,-3.3,200,4,,10+,30.03,1018.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1289
KLHQ 272153Z AUTO 23007KT 10SM CLR 01/M10 A2993 RMK AO2 SLP145 T00111100,KLHQ,2025-01-27T21:53:00Z,39.7573,-82.6633,1.1,-10,230,7,,10+,29.93,1014.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,259
KLGB 272153Z VRB03KT 10SM SCT040 14/05 A3007 RMK AO2 SLP180 T01440050 $,KLGB,2025-01-27T21:53:00Z,33.8118,-118.147,14.4,5,VRB,3,,10+,30.07,1018,,,TRUE,TRUE,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,10
KLFT 272153Z 01010KT 10SM SCT055 14/10 A3014 RMK AO2 SLP205 T01390100,KLFT,2025-01-27T21:53:00Z,30.1986,-91.9896,13.9,10,10,10,,10+,30.14,1020.5,,,TRUE,,,,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,METAR,9
KLFK 272153Z AUTO 02004KT 10SM OVC010 11/08 A3019 RMK AO2 SLP221 T01110083,KLFK,2025-01-27T21:53:00Z,31.2359,-94.7546,11.1,8.3,20,4,,10+,30.19,1022.1,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,87
KLEE 272153Z 00000KT 10SM FEW055 21/11 A3012 RMK AO2 SLP198 T02110106,KLEE,2025-01-27T21:53:00Z,28.8214,-81.8006,21.1,10.6,0,0,,10+,30.12,1019.8,,,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,21
KLEB 272153Z 21009KT 10SM CLR 03/M11 A2952 RMK AO2 SLP005 T00281106,KLEB,2025-01-27T21:53:00Z,43.6271,-72.3054,2.8,-10.6,210,9,,10+,29.52,1000.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,169
KLBF 272153Z AUTO 30013KT 10SM CLR 13/M12 A2995 RMK AO2 SLP165 T01331117,KLBF,2025-01-27T21:53:00Z,41.122,-100.669,13.3,-11.7,300,13,,10+,29.95,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,843
KLBB 272153Z 17007KT 10SM FEW070 FEW250 10/M07 A3012 RMK AO2 SLP201 T01001067,KLBB,2025-01-27T21:53:00Z,33.6658,-101.823,10,-6.7,170,7,,10+,30.12,1020.1,,,TRUE,,,,,,,FEW,7000,FEW,25000,,,,,VFR,,,,,,,,,,,,METAR,996
KLAX 272153Z 26008KT 10SM FEW025 FEW060 SCT160 SCT250 14/07 A3008 RMK AO2 SLP187 T01390067,KLAX,2025-01-27T21:53:00Z,33.9382,-118.387,13.9,6.7,260,8,,10+,30.08,1018.7,,,TRUE,,,,,,,FEW,2500,FEW,6000,SCT,16000,SCT,25000,VFR,,,,,,,,,,,,METAR,30
KLAW 272153Z 21005KT 10SM CLR 10/M10 A3018 RMK AO2 SLP227 T01001100,KLAW,2025-01-27T21:53:00Z,34.5577,-98.4172,10,-10,210,5,,10+,30.18,1022.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,328
